,country,variety,points
12641,Spain,Tinto del Pais,90
12642,Italy,Red Blend,90
12643,Italy,Fiano,90
12644,Italy,Red Blend,90
12645,Italy,Aglianico,90
12646,US,Syrah,90
12647,US,Cabernet Sauvignon,90
12648,US,Red Blend,90
12649,Italy,Red Blend,90
12650,US,Syrah,90
12651,France,Pinot Noir,90
12652,France,Pinot Noir,90
12653,France,Chardonnay,90
12654,Greece,Moschofilero,90
12655,US,Rosé,90
12656,US,Pinot Noir,90
12657,France,Chardonnay,90
12658,US,Pinot Noir,90
12659,US,Chardonnay,90
12660,US,Pinot Meunier,87
12661,Italy,Vermentino,87
12662,US,Chardonnay,87
12663,US,Viognier,87
12664,Italy,Nero d'Avola,87
12665,Italy,White Blend,86
12666,US,Merlot,86
12667,US,Pinot Noir,86
12668,France,Bordeaux-style Red Blend,86
12669,France,Bordeaux-style White Blend,86
12670,France,Bordeaux-style Red Blend,86
12671,France,Bordeaux-style Red Blend,86
12672,France,Gamay,86
12673,France,Gamay,86
12674,Chile,Chardonnay,86
12675,Chile,Carmenère,86
12676,US,Red Blend,86
12677,US,Cabernet Franc,86
12678,Italy,Primitivo,86
12679,Italy,Nero d'Avola,86
12680,US,Cabernet Franc,86
12681,Chile,Pinot Noir,86
12682,Chile,Chardonnay,86
12683,Italy,Negroamaro,86
12684,France,Sauvignon Blanc,86
12685,France,Gamay,86
12686,Chile,Carmenère,86
12687,Chile,Merlot,86
12688,Italy,Nero di Troia,86
12689,Italy,Grillo,86
12690,France,Pinot Noir,93
12691,France,Riesling,93
12692,Germany,Riesling,93
12693,Germany,Riesling,93
12694,Germany,Riesling,93
12695,US,Pinot Noir,93
12696,US,Pinot Noir,93
12697,South Africa,Syrah,93
12698,US,Pinot Noir,93
12699,US,Syrah,93
12700,Spain,Tinta de Toro,93
12701,Spain,Tempranillo Blend,93
12702,US,Grenache,93
12703,Germany,Riesling,93
12704,Germany,Riesling,93
12705,Portugal,Portuguese Red,93
12706,Portugal,Portuguese Red,93
12707,US,Pinot Noir,93
12708,US,Pinot Noir,93
12709,US,Pinot Noir,93
12710,US,Chardonnay,93
12711,US,Pinot Noir,93
12712,US,Pinot Noir,93
12713,Portugal,Port,93
12714,US,Pinot Noir,93
12715,France,Sauvignon Blanc,93
12716,France,Pinot Gris,93
12717,US,Pinot Noir,93
12718,Italy,Ribolla Gialla,93
12719,Argentina,Cabernet Sauvignon,93
12720,US,Pinot Noir,91
12721,New Zealand,Pinot Noir,91
12722,US,Zinfandel,91
12723,Italy,Sangiovese,91
12724,US,Pinot Blanc,91
12725,Portugal,Port,91
12726,US,Pinot Noir,91
12727,France,Gewürztraminer,91
12728,Portugal,Red Blend,91
12729,Italy,Red Blend,91
12730,US,Rosé,91
12731,Portugal,Alvarinho,91
12732,US,Pinot Noir,91
12733,Portugal,Portuguese White,91
12734,US,Pinot Noir,91
12735,US,Red Blend,91
12736,Portugal,Chenin Blanc,91
12737,New Zealand,Pinot Noir,91
12738,France,Chenin Blanc,91
12739,France,Riesling,91
12740,Portugal,Portuguese White,91
12741,Italy,Red Blend,91
12742,Italy,Sangiovese,91
12743,France,Riesling,91
12744,France,Rhône-style Red Blend,91
12745,France,Sauvignon Blanc,91
12746,US,Chardonnay,91
12747,New Zealand,Pinot Noir,91
12748,Portugal,Port,91
12749,US,Syrah,91
12750,US,Cabernet Sauvignon,92
12751,US,Pinot Noir,92
12752,US,Pinot Noir,92
12753,Austria,Riesling,92
12754,US,Cabernet Sauvignon,92
12755,US,Pinot Noir,92
12756,Italy,Red Blend,92
12757,Australia,Shiraz,92
12758,Australia,Shiraz,92
12759,Australia,Shiraz,92
12760,Australia,Riesling,92
12761,Germany,Riesling,92
12762,France,Bordeaux-style Red Blend,92
12763,US,Syrah,92
12764,US,Chardonnay,92
12765,US,Pinot Noir,92
12766,France,Bordeaux-style Red Blend,92
12767,Italy,Sagrantino,92
12768,Austria,Grüner Veltliner,92
12769,US,Pinot Noir,92
12770,US,Pinot Noir,92
12771,Austria,Grüner Veltliner,92
12772,US,Syrah,92
12773,US,Pinot Gris,92
12774,US,Red Blend,92
12775,Argentina,Malbec,92
12776,Austria,Grüner Veltliner,92
12777,US,Chardonnay,92
12778,Australia,Shiraz,91
12779,Australia,Shiraz-Grenache,91
12780,France,Bordeaux-style Red Blend,89
12781,Italy,Red Blend,89
12782,Italy,Sangiovese,89
12783,US,Pinot Noir,89
12784,US,Chardonnay,89
12785,Italy,Red Blend,89
12786,US,White Blend,89
12787,Italy,Red Blend,89
12788,Italy,Red Blend,89
12789,US,Pinot Noir,89
12790,Italy,Red Blend,89
12791,Australia,Cabernet Sauvignon,89
12792,Spain,Tempranillo,89
12793,Italy,Sangiovese,89
12794,Italy,Sangiovese,89
12795,Australia,Shiraz,89
12796,US,Pinot Noir,89
12797,US,Pinot Noir,89
12798,Australia,Sauvignon Blanc,89
12799,Italy,Sangiovese,89
12800,Italy,Red Blend,89
12801,Australia,Shiraz,89
12802,Australia,Chardonnay,89
12803,US,Pinot Noir,89
12804,Spain,Red Blend,89
12805,Spain,Mencía,89
12806,Italy,Red Blend,89
12807,France,Bordeaux-style Red Blend,89
12808,US,Merlot,89
12809,Italy,Syrah,89
12810,US,Pinot Noir,93
12811,US,Syrah,93
12812,US,Pinot Noir,93
12813,France,Provence red blend,93
12814,US,Pinot Noir,93
12815,US,Pinot Noir,93
12816,US,Pinot Noir,93
12817,US,Sparkling Blend,93
12818,US,Pinot Noir,93
12819,US,Pinot Noir,93
12820,US,Cabernet Sauvignon,93
12821,US,Pinot Noir,93
12822,US,Red Blend,93
12823,US,Syrah,93
12824,Italy,Red Blend,93
12825,US,Red Blend,93
12826,US,Pinot Noir,93
12827,US,Bordeaux-style Red Blend,93
12828,US,Grüner Veltliner,93
12829,US,Cabernet Sauvignon,93
12830,US,Pinot Noir,93
12831,France,Riesling,93
12832,Italy,Red Blend,93
12833,France,Pinot Noir,93
12834,France,Pinot Noir,93
12835,US,Pinot Noir,93
12836,US,Chardonnay,93
12837,US,Syrah,93
12838,France,Pinot Noir,93
12839,US,Chardonnay,93
12840,South Africa,Syrah,91
12841,Italy,Red Blend,91
12842,New Zealand,Pinot Noir,91
12843,Italy,Sangiovese,91
12844,France,Chardonnay,91
12845,Italy,Pinot Nero,91
12846,France,Chardonnay,91
12847,New Zealand,Pinot Noir,91
12848,US,Merlot,91
12849,Austria,Blaufränkisch,91
12850,US,Pinot Noir,91
12851,US,Zinfandel,91
12852,US,Cabernet Sauvignon,91
12853,Austria,Riesling,91
12854,Austria,Grüner Veltliner,91
12855,Austria,Grüner Veltliner,91
12856,New Zealand,Sauvignon Blanc,91
12857,US,Chardonnay,91
12858,US,Pinot Noir,91
12859,US,Claret,91
12860,US,Syrah,91
12861,US,Cabernet Sauvignon,91
12862,US,Cabernet Sauvignon,91
12863,US,Cabernet Sauvignon,91
12864,Italy,Sangiovese,91
12865,France,Rosé,91
12866,France,Rosé,91
12867,France,Red Blend,91
12868,France,Rosé,91
12869,US,Cabernet Sauvignon,91
12870,US,Pinot Noir,87
12871,US,Cabernet Franc,87
12872,Austria,St. Laurent,87
12873,Spain,Tempranillo Blend,87
12874,US,Chardonnay,87
12875,New Zealand,Sauvignon Blanc,87
12876,Italy,Turbiana,87
12877,Spain,White Blend,87
12878,New Zealand,Pinot Gris,87
12879,France,Merlot,87
12880,France,Bordeaux-style White Blend,87
12881,US,Bordeaux-style Red Blend,87
12882,Italy,Greco,87
12883,France,Chardonnay,87
12884,France,Fer Servadou,87
12885,Argentina,Petit Verdot,87
12886,US,Pinot Gris,87
12887,US,Sangiovese,87
12888,Italy,Garganega,87
12889,Italy,Turbiana,87
12890,US,Pinot Noir,87
12891,France,Rosé,87
12892,France,Rosé,87
12893,France,Rosé,87
12894,France,Rosé,87
12895,France,Rosé,87
12896,Italy,Sauvignon,87
12897,US,Riesling,87
12898,US,Riesling,87
12899,New Zealand,Pinot Gris,87
12900,US,Sauvignon Blanc,84
12901,US,Sauvignon Blanc,84
12902,France,Bordeaux-style Red Blend,83
12903,Italy,Sangiovese,83
12904,US,Pinot Noir,83
12905,Spain,Red Blend,83
12906,Italy,Chardonnay,83
12907,Chile,Pinot Noir,83
12908,Italy,Moscato,83
12909,Chile,Sauvignon Blanc,83
12910,Chile,Sauvignon Blanc,83
12911,US,Cabernet Sauvignon,83
12912,Italy,Sauvignon,83
12913,Italy,Lambrusco,83
12914,Italy,Red Blend,83
12915,US,Grenache-Syrah,83
12916,US,Sparkling Blend,83
12917,France,Rosé,83
12918,France,Bordeaux-style Red Blend,83
12919,Italy,Pinot Grigio,83
12920,Spain,Sparkling Blend,83
12921,Spain,Tempranillo,83
12922,US,Chardonnay,83
12923,Spain,Rosé,83
12924,Spain,Monastrell,83
12925,Spain,Rosé,83
12926,France,Bordeaux-style Red Blend,83
12927,Italy,Pinot Grigio,83
12928,France,Bordeaux-style Red Blend,83
12929,Italy,Montepulciano,83
12930,US,Pinot Noir,93
12931,Australia,Shiraz,93
12932,Australia,Shiraz,93
12933,Italy,Pinot Bianco,92
12934,US,Viognier,92
12935,US,Chardonnay,92
12936,France,Pinot Gris,92
12937,Portugal,Alicante Bouschet,92
12938,France,Riesling,92
12939,US,Pinot Noir,92
12940,US,Pinot Noir,92
12941,US,Red Blend,92
12942,US,Pinot Noir,92
12943,Portugal,Portuguese Red,92
12944,US,Pinot Noir,92
12945,US,Chardonnay,92
12946,US,Chardonnay,92
12947,US,Pinot Noir,92
12948,Australia,Viognier,92
12949,US,Pinot Noir,92
12950,US,Syrah,92
12951,US,Pinot Noir,92
12952,US,Bordeaux-style Red Blend,92
12953,US,Pinot Noir,92
12954,US,Pinot Gris,92
12955,Germany,Riesling,92
12956,US,Cabernet Sauvignon,92
12957,US,Pinot Noir,92
12958,US,Cabernet Sauvignon,92
12959,Spain,Tempranillo,92
12960,US,Chardonnay,86
12961,US,Pinot Noir,86
12962,France,Gamay,86
12963,US,Merlot,86
12964,US,Red Blend,86
12965,France,Ugni Blanc-Colombard,86
12966,Italy,Negroamaro,86
12967,Italy,Catarratto,86
12968,US,Pinot Noir,86
12969,France,Mauzac,86
12970,France,Bordeaux-style Red Blend,86
12971,France,Bordeaux-style Red Blend,86
12972,France,Gamay,86
12973,Chile,Syrah,86
12974,France,Gros Manseng,86
12975,Italy,Inzolia,86
12976,Chile,Merlot,86
12977,US,Chardonnay,86
12978,Italy,Red Blend,86
12979,Chile,Carmenère,86
12980,US,Syrah,86
12981,France,Bordeaux-style Red Blend,86
12982,US,Pinotage,86
12983,US,Rhône-style Red Blend,86
12984,Italy,Carignano,86
12985,Italy,Red Blend,86
12986,Italy,Susumaniello,86
12987,Chile,Merlot,86
12988,Italy,Inzolia,86
12989,Chile,Carmenère,86
12990,Italy,Aglianico,90
12991,US,Zinfandel,90
12992,US,Pinot Noir,90
12993,France,Pinot Noir,90
12994,France,Chardonnay,90
12995,Greece,Moschofilero,90
12996,US,Chardonnay,90
12997,US,Chardonnay,90
12998,US,Pinot Noir,90
12999,US,Chenin Blanc,90
13000,US,Zinfandel,90
13001,US,Rhône-style Red Blend,90
13002,Italy,Red Blend,90
13003,Spain,Tinto del Pais,90
13004,France,Viognier,90
13005,France,Syrah,90
13006,France,Rhône-style Red Blend,90
13007,France,Rhône-style Red Blend,90
13008,France,Syrah,90
13009,France,Rhône-style White Blend,90
13010,France,Chardonnay,90
13011,France,Chardonnay,90
13012,US,Pinot Noir,90
13013,US,Syrah,90
13014,France,Chardonnay,90
13015,France,Pinot Noir,90
13016,US,Pinot Noir,90
13017,US,Cabernet Sauvignon-Merlot,90
13018,US,Rhône-style White Blend,90
13019,US,Pinot Noir,90
13020,US,Viognier,91
13021,US,Syrah,91
13022,France,Rhône-style Red Blend,91
13023,Portugal,Port,91
13024,US,Pinot Noir,91
13025,Italy,Red Blend,91
13026,Italy,Red Blend,91
13027,France,Riesling,91
13028,US,Syrah,91
13029,US,Chardonnay,91
13030,Spain,Mencía,91
13031,France,Rhône-style Red Blend,91
13032,US,Pinot Noir,91
13033,US,Pinot Noir,91
13034,Argentina,Malbec,91
13035,Portugal,Baga-Touriga Nacional,91
13036,Italy,Sangiovese,91
13037,France,Riesling,91
13038,US,Meritage,91
13039,Spain,Red Blend,91
13040,US,Pinot Blanc,91
13041,Italy,Sangiovese,91
13042,US,Pinot Blanc,91
13043,France,Riesling,91
13044,US,Red Blend,91
13045,US,Syrah,91
13046,Portugal,Portuguese Red,91
13047,France,Syrah,91
13048,Italy,Red Blend,91
13049,France,Gewürztraminer,91
13050,Spain,Red Blend,91
13051,Australia,Shiraz,91
13052,Spain,Red Blend,91
13053,France,Bordeaux-style Red Blend,91
13054,France,Bordeaux-style Red Blend,91
13055,France,Chardonnay,91
13056,Austria,Weissburgunder,91
13057,US,Pinot Noir,91
13058,US,Bordeaux-style Red Blend,91
13059,France,Bordeaux-style Red Blend,91
13060,US,Chardonnay,91
13061,Austria,Grüner Veltliner,91
13062,US,Pinot Noir,91
13063,US,Sangiovese,91
13064,US,Zinfandel,91
13065,Germany,Riesling,91
13066,US,Chardonnay,91
13067,Argentina,Malbec,91
13068,Austria,Riesling,91
13069,Germany,Riesling,91
13070,US,Pinot Noir,91
13071,US,Petite Sirah,91
13072,US,Pinot Noir,91
13073,France,Bordeaux-style White Blend,91
13074,France,Bordeaux-style Red Blend,91
13075,France,Bordeaux-style Red Blend,91
13076,France,Bordeaux-style White Blend,91
13077,France,Bordeaux-style Red Blend,91
13078,France,Bordeaux-style Red Blend,91
13079,France,Bordeaux-style White Blend,91
13080,Italy,Red Blend,89
13081,Italy,Sangiovese,89
13082,Italy,Sangiovese,89
13083,US,Merlot,89
13084,Italy,Syrah,89
13085,Italy,Sangiovese,89
13086,France,Bordeaux-style Red Blend,89
13087,Italy,Sangiovese,89
13088,France,Bordeaux-style Red Blend,89
13089,Italy,Red Blend,89
13090,US,Merlot,89
13091,Italy,Sangiovese,89
13092,France,Pinot Blanc,89
13093,France,Pinot Blanc,89
13094,Italy,Red Blend,89
13095,US,Merlot,89
13096,Italy,Red Blend,89
13097,Italy,Red Blend,89
13098,Italy,Red Blend,89
13099,US,Pinot Noir,89
13100,Italy,Sangiovese,89
13101,Spain,Tempranillo,89
13102,Italy,Red Blend,89
13103,US,Pinot Noir,89
13104,US,Red Blend,89
13105,Italy,Red Blend,89
13106,US,Pinot Noir,89
13107,Italy,Red Blend,89
13108,Australia,Sauvignon Blanc,89
13109,US,Pinot Noir,89
13110,France,Rosé,87
13111,US,Pinot Noir,87
13112,US,Zinfandel,87
13113,Austria,Rosé,87
13114,Spain,White Blend,87
13115,Italy,Turbiana,87
13116,New Zealand,Pinot Gris,87
13117,Argentina,Petit Verdot,87
13118,US,Pinot Gris,87
13119,US,Sangiovese,87
13120,Italy,Garganega,87
13121,Italy,Turbiana,87
13122,US,Pinot Noir,87
13123,France,Rosé,87
13124,France,Rosé,87
13125,US,Zinfandel,87
13126,US,Zinfandel,87
13127,Argentina,Malbec,87
13128,Spain,Tempranillo Blend,87
13129,Spain,Xarel-lo,87
13130,US,Chardonnay,87
13131,Argentina,Malbec,87
13132,US,Bordeaux-style Red Blend,87
13133,Spain,Garnacha,87
13134,Spain,Xarel-lo,87
13135,Spain,Red Blend,87
13136,France,Rosé,87
13137,US,Sauvignon Blanc,87
13138,France,Malbec,87
13139,France,Chardonnay,87
13140,US,Cabernet Sauvignon,93
13141,US,Pinot Noir,93
13142,US,Pinot Noir,93
13143,France,Pinot Noir,93
13144,France,Pinot Noir,93
13145,US,Pinot Noir,93
13146,US,Pinot Noir,93
13147,US,Chardonnay,93
13148,Italy,Red Blend,93
13149,US,Pinot Noir,93
13150,US,Chardonnay,93
13151,US,Chardonnay,93
13152,Chile,Syrah,93
13153,US,Pinot Noir,93
13154,US,Cabernet Sauvignon,93
13155,US,Pinot Noir,93
13156,US,Chardonnay,93
13157,US,Pinot Noir,93
13158,Italy,Red Blend,93
13159,Chile,Red Blend,93
13160,France,Pinot Noir,93
13161,France,Pinot Noir,93
13162,France,Pinot Noir,93
13163,France,Pinot Noir,93
13164,France,Provence red blend,93
13165,US,Cabernet Sauvignon,93
13166,France,Riesling,93
13167,France,Gewürztraminer,93
13168,France,Pinot Gris,93
13169,US,Pinot Noir,93
13170,US,Viognier,91
13171,Argentina,Red Blend,91
13172,US,Sauvignon Blanc,91
13173,Italy,Red Blend,91
13174,US,Bordeaux-style Red Blend,91
13175,US,Syrah,91
13176,US,Red Blend,91
13177,France,Rosé,91
13178,France,Rosé,91
13179,France,Rosé,91
13180,France,Rosé,91
13181,US,Chardonnay,91
13182,New Zealand,Pinot Noir,91
13183,France,Rosé,91
13184,France,Rosé,91
13185,France,Rosé,91
13186,France,Rosé,91
13187,US,Zinfandel,91
13188,Austria,Grüner Veltliner,91
13189,US,Syrah,91
13190,US,Pinot Noir,91
13191,US,Vidal Blanc,91
13192,France,Rosé,91
13193,US,Chardonnay,91
13194,Austria,Grüner Veltliner,91
13195,US,Pinot Noir,91
13196,South Africa,Sauvignon Blanc,91
13197,US,Bordeaux-style Red Blend,91
13198,Austria,Riesling,91
13199,US,Bordeaux-style Red Blend,91
13200,France,Gamay,86
13201,Chile,Petit Verdot,86
13202,France,Gamay,86
13203,France,Gamay,86
13204,US,Viognier,86
13205,Italy,Primitivo,86
13206,France,Gamay,86
13207,US,Nebbiolo,86
13208,France,Merlot,86
13209,France,Bordeaux-style Red Blend,86
13210,US,Pinot Noir,86
13211,Italy,Chardonnay,86
13212,Italy,Cannonau,86
13213,France,Malbec,86
13214,US,Bordeaux-style Red Blend,86
13215,US,Chardonnay,86
13216,US,Pinot Noir,86
13217,Italy,White Blend,86
13218,Chile,Sauvignon Blanc,86
13219,US,Red Blend,86
13220,US,Viognier,86
13221,US,Pinot Noir,86
13222,France,Malbec,86
13223,US,Cabernet Sauvignon,86
13224,France,Gamay,86
13225,US,Zinfandel,86
13226,Italy,Nero d'Avola,86
13227,US,Sauvignon Blanc,86
13228,Italy,Vermentino,86
13229,Austria,Grüner Veltliner,86
13230,US,Merlot,89
13231,Australia,Chardonnay-Semillon,89
13232,Italy,Sangiovese,89
13233,Australia,Cabernet Sauvignon,89
13234,Spain,Tempranillo,89
13235,France,Bordeaux-style Red Blend,89
13236,France,Bordeaux-style Red Blend,89
13237,France,Bordeaux-style Red Blend,89
13238,Italy,Sangiovese,89
13239,Italy,Red Blend,89
13240,Italy,Red Blend,89
13241,Italy,Sangiovese,89
13242,Italy,Sangiovese,89
13243,Italy,Sangiovese,89
13244,Spain,Palomino,89
13245,US,Cabernet Franc-Merlot,89
13246,Italy,Sangiovese,89
13247,US,Syrah,89
13248,US,Cabernet Franc,89
13249,France,Bordeaux-style Red Blend,89
13250,France,Bordeaux-style Red Blend,89
13251,France,Bordeaux-style Red Blend,89
13252,France,Bordeaux-style Red Blend,89
13253,Italy,Sangiovese,89
13254,US,Riesling,89
13255,US,Viognier,89
13256,US,Pinot Noir,89
13257,Italy,Red Blend,89
13258,Italy,Vernaccia,89
13259,US,Pinot Noir,89
13260,US,Cabernet Franc,89
13261,Italy,"Corvina, Rondinella, Molinara",89
13262,Italy,"Corvina, Rondinella, Molinara",89
13263,Italy,"Corvina, Rondinella, Molinara",89
13264,Italy,"Corvina, Rondinella, Molinara",89
13265,US,Riesling,89
13266,US,Red Blend,89
13267,US,Pinot Noir,89
13268,Italy,"Corvina, Rondinella, Molinara",89
13269,US,Chardonnay,89
13270,France,Chardonnay,89
13271,Italy,"Corvina, Rondinella, Molinara",89
13272,France,Chardonnay,89
13273,Italy,"Corvina, Rondinella, Molinara",89
13274,Italy,"Corvina, Rondinella, Molinara",89
13275,US,Sparkling Blend,89
13276,US,Gewürztraminer,89
13277,Italy,"Corvina, Rondinella, Molinara",89
13278,Spain,Verdejo,89
13279,US,Rhône-style Red Blend,89
13280,France,Chardonnay,89
13281,US,Cabernet Sauvignon,89
13282,Italy,"Corvina, Rondinella, Molinara",89
13283,US,Grüner Veltliner,89
13284,Italy,"Corvina, Rondinella, Molinara",89
13285,US,Pinot Noir,89
13286,US,Pinot Noir,89
13287,Italy,"Corvina, Rondinella, Molinara",89
13288,Spain,Albariño,89
13289,Italy,"Corvina, Rondinella, Molinara",89
13290,US,Bordeaux-style Red Blend,91
13291,US,Syrah,91
13292,US,Red Blend,91
13293,Argentina,Bonarda,91
13294,Italy,Red Blend,91
13295,France,Chardonnay,91
13296,Italy,Red Blend,91
13297,Italy,Red Blend,91
13298,Italy,Red Blend,91
13299,US,Pinot Noir,91
13300,US,Pinot Noir,91
13301,US,Syrah,91
13302,US,Pinot Noir,91
13303,Austria,Riesling,91
13304,US,Red Blend,91
13305,New Zealand,Pinot Noir,91
13306,Austria,St. Laurent,91
13307,US,Cabernet Franc,91
13308,US,Cabernet Sauvignon,91
13309,US,Chardonnay,91
13310,France,Chardonnay,91
13311,US,Cabernet Sauvignon,91
13312,US,Syrah,91
13313,US,Chardonnay,91
13314,Austria,Blaufränkisch,91
13315,Austria,Grüner Veltliner,91
13316,US,Pinot Noir,91
13317,US,Red Blend,91
13318,US,Chardonnay,91
13319,Canada,Meritage,91
13320,Austria,St. Laurent,91
13321,Austria,Riesling,91
13322,US,Tempranillo,91
13323,Austria,Grüner Veltliner,91
13324,US,Bordeaux-style Red Blend,91
13325,US,Syrah,91
13326,Austria,Riesling,91
13327,US,Chardonnay,91
13328,France,Rhône-style Red Blend,91
13329,Austria,Riesling,91
13330,Australia,Cabernet Sauvignon,91
13331,Austria,Riesling,91
13332,Austria,Bordeaux-style Red Blend,91
13333,Austria,Grüner Veltliner,91
13334,US,Merlot,91
13335,France,Rhône-style Red Blend,91
13336,US,Chardonnay,91
13337,Spain,Tempranillo Blend,91
13338,US,Chardonnay,91
13339,Italy,Pinot Nero,91
13340,US,Zinfandel,91
13341,US,Bordeaux-style Red Blend,91
13342,Austria,Riesling,91
13343,Spain,Cabernet Sauvignon-Merlot,91
13344,US,Viognier,91
13345,US,Syrah,91
13346,Australia,Cabernet Sauvignon,91
13347,US,Chardonnay,90
13348,France,Rosé,90
13349,France,Rosé,90
13350,Spain,Tempranillo,84
13351,US,Cabernet Franc,84
13352,US,Red Blend,84
13353,Chile,Carmenère,84
13354,US,Cabernet Franc,84
13355,US,Chardonnay,84
13356,US,Sauvignon Blanc,84
13357,Spain,White Blend,84
13358,New Zealand,Pinot Noir,84
13359,US,Carmenère,84
13360,Portugal,Bastardo,84
13361,Italy,Sangiovese,84
13362,New Zealand,Pinot Noir,84
13363,US,Riesling,84
13364,US,Cabernet Sauvignon,84
13365,Italy,Sangiovese,84
13366,US,Chardonnay,84
13367,Chile,Malbec,84
13368,Israel,Pinot Noir,84
13369,US,Sangiovese,84
13370,US,Rosé,84
13371,France,Cabernet Sauvignon,84
13372,US,Chardonnay,84
13373,Israel,Merlot,84
13374,Israel,Syrah,84
13375,Israel,Muscat,84
13376,Spain,Tempranillo,84
13377,France,Bordeaux-style Red Blend,84
13378,Spain,Tempranillo Blend,84
13379,US,Pinot Noir,84
13380,Austria,White Blend,90
13381,Italy,Nebbiolo,90
13382,Italy,Nebbiolo,90
13383,US,Bordeaux-style Red Blend,90
13384,US,Chardonnay,90
13385,Italy,Nebbiolo,90
13386,France,Chenin Blanc,90
13387,France,Champagne Blend,90
13388,Italy,Nebbiolo,90
13389,Italy,Nebbiolo,90
13390,Italy,Nebbiolo,90
13391,Italy,Nebbiolo,90
13392,Italy,Nebbiolo,90
13393,Austria,St. Laurent,90
13394,US,Syrah,90
13395,Italy,Nebbiolo,90
13396,France,Champagne Blend,90
13397,France,Champagne Blend,90
13398,Italy,Nebbiolo,90
13399,Italy,Nebbiolo,90
13400,Chile,Carmenère,90
13401,US,Champagne Blend,90
13402,Italy,Nebbiolo,90
13403,Italy,Nebbiolo,90
13404,US,Cabernet Sauvignon,90
13405,Italy,Nebbiolo,90
13406,US,Sémillon,90
13407,Italy,Barbera,90
13408,France,Champagne Blend,90
13409,France,Pinot Noir,90
13410,France,Malbec-Merlot,90
13411,France,Rosé,90
13412,Germany,Riesling,90
13413,France,Malbec,90
13414,Germany,Riesling,90
13415,US,Pinot Noir,90
13416,Italy,Sauvignon,90
13417,South Africa,Pinot Noir,90
13418,South Africa,Bordeaux-style Red Blend,90
13419,Austria,Blaufränkisch,90
13420,US,Pinot Noir,90
13421,US,Sauvignon Blanc,90
13422,Italy,Chardonnay,90
13423,Italy,Pinot Bianco,90
13424,Greece,Mavrotragano,90
13425,Italy,Sauvignon,90
13426,South Africa,Chardonnay,90
